code,module,category,text_ru,text_kz,text_en,type,is_reverse,options
COG_B_36,COGNITIVE,attention,"Есть ли ★ среди: ● ▲ ■ ◆ ?","● ▲ ■ ◆ ішінде ★ бар ма?","Is ★ present in: ● ▲ ■ ◆ ?",choice,FALSE,"[{""text"": ""Да (Yes)"", ""value"": 0}, {""text"": ""Нет (No)"", ""value"": 1}]"
COG_B_37,COGNITIVE,attention,"Есть ли ★ среди: ★ ▲ ● ■ ?","★ ▲ ● ■ ішінде ★ бар ма?","Is ★ present in: ★ ▲ ● ■ ?",choice,FALSE,"[{""text"": ""Да (Yes)"", ""value"": 1}, {""text"": ""Нет (No)"", ""value"": 0}]"
COG_B_38,COGNITIVE,attention,"Есть ли ★ среди: ◆ ● ■ ▲ ?","◆ ● ■ ▲ ішінде ★ бар ма?","Is ★ present in: ◆ ● ■ ▲ ?",choice,FALSE,"[{""text"": ""Да (Yes)"", ""value"": 0}, {""text"": ""Нет (No)"", ""value"": 1}]"
COG_B_39,COGNITIVE,attention,"Есть ли ★ среди: ▲ ■ ● ★ ?","▲ ■ ● ★ ішінде ★ бар ма?","Is ★ present in: ▲ ■ ● ★ ?",choice,FALSE,"[{""text"": ""Да (Yes)"", ""value"": 1}, {""text"": ""Нет (No)"", ""value"": 0}]"
COG_B_40,COGNITIVE,attention,"Есть ли ★ среди: ● ◆ ▲ ■ ?","● ◆ ▲ ■ ішінде ★ бар ма?","Is ★ present in: ● ◆ ▲ ■ ?",choice,FALSE,"[{""text"": ""Да (Yes)"", ""value"": 0}, {""text"": ""Нет (No)"", ""value"": 1}]"
COG_B_41,COGNITIVE,attention,"Есть ли ★ среди: ★ ■ ▲ ● ?","★ ■ ▲ ● ішінде ★ бар ма?","Is ★ present in: ★ ■ ▲ ● ?",choice,FALSE,"[{""text"": ""Да (Yes)"", ""value"": 1}, {""text"": ""Нет (No)"", ""value"": 0}]"
COG_B_42,COGNITIVE,attention,"Есть ли ★ среди: ▲ ● ■ ◆ ?","▲ ● ■ ◆ ішінде ★ бар ма?","Is ★ present in: ▲ ● ■ ◆ ?",choice,FALSE,"[{""text"": ""Да (Yes)"", ""value"": 0}, {""text"": ""Нет (No)"", ""value"": 1}]"
COG_B_43,COGNITIVE,attention,"Есть ли ★ среди: ◆ ★ ▲ ■ ?","◆ ★ ▲ ■ ішінде ★ бар ма?","Is ★ present in: ◆ ★ ▲ ■ ?",choice,FALSE,"[{""text"": ""Да (Yes)"", ""value"": 1}, {""text"": ""Нет (No)"", ""value"": 0}]"
COG_B_44,COGNITIVE,attention,"Есть ли ★ среди: ● ■ ▲ ▲ ?","● ■ ▲ ▲ ішінде ★ бар ма?","Is ★ present in: ● ■ ▲ ▲ ?",choice,FALSE,"[{""text"": ""Да (Yes)"", ""value"": 0}, {""text"": ""Нет (No)"", ""value"": 1}]"
COG_B_45,COGNITIVE,attention,"Есть ли ★ среди: ★ ◆ ● ■ ?","★ ◆ ● ■ ішінде ★ бар ма?","Is ★ present in: ★ ◆ ● ■ ?",choice,FALSE,"[{""text"": ""Да (Yes)"", ""value"": 1}, {""text"": ""Нет (No)"", ""value"": 0}]"
COG_B_46,COGNITIVE,attention,"Есть ли ★ среди: ▲ ■ ● ◆ ?","▲ ■ ● ◆ ішінде ★ бар ма?","Is ★ present in: ▲ ■ ● ◆ ?",choice,FALSE,"[{""text"": ""Да (Yes)"", ""value"": 0}, {""text"": ""Нет (No)"", ""value"": 1}]"
COG_B_47,COGNITIVE,attention,"Есть ли ★ среди: ● ★ ▲ ■ ?","● ★ ▲ ■ ішінде ★ бар ма?","Is ★ present in: ● ★ ▲ ■ ?",choice,FALSE,"[{""text"": ""Да (Yes)"", ""value"": 1}, {""text"": ""Нет (No)"", ""value"": 0}]"
COG_B_48,COGNITIVE,attention,"Есть ли ★ среди: ◆ ■ ● ▲ ?","◆ ■ ● ▲ ішінде ★ бар ма?","Is ★ present in: ◆ ■ ● ▲ ?",choice,FALSE,"[{""text"": ""Да (Yes)"", ""value"": 0}, {""text"": ""Нет (No)"", ""value"": 1}]"
COG_B_49,COGNITIVE,attention,"Есть ли ★ среди: ★ ▲ ■ ● ?","★ ▲ ■ ● ішінде ★ бар ма?","Is ★ present in: ★ ▲ ■ ● ?",choice,FALSE,"[{""text"": ""Да (Yes)"", ""value"": 1}, {""text"": ""Нет (No)"", ""value"": 0}]"
COG_B_50,COGNITIVE,attention,"Есть ли ★ среди: ▲ ● ◆ ■ ?","▲ ● ◆ ■ ішінде ★ бар ма?","Is ★ present in: ▲ ● ◆ ■ ?",choice,FALSE,"[{""text"": ""Да (Yes)"", ""value"": 0}, {""text"": ""Нет (No)"", ""value"": 1}]"
COG_B_51,COGNITIVE,attention,"Есть ли ★ среди: ● ■ ★ ▲ ?","● ■ ★ ▲ ішінде ★ бар ма?","Is ★ present in: ● ■ ★ ▲ ?",choice,FALSE,"[{""text"": ""Да (Yes)"", ""value"": 1}, {""text"": ""Нет (No)"", ""value"": 0}]"
COG_B_52,COGNITIVE,attention,"Есть ли ★ среди: ◆ ▲ ● ■ ?","◆ ▲ ● ■ ішінде ★ бар ма?","Is ★ present in: ◆ ▲ ● ■ ?",choice,FALSE,"[{""text"": ""Да (Yes)"", ""value"": 0}, {""text"": ""Нет (No)"", ""value"": 1}]"
COG_B_53,COGNITIVE,attention,"Есть ли ★ среди: ★ ■ ● ▲ ?","★ ■ ● ▲ ішінде ★ бар ма?","Is ★ present in: ★ ■ ● ▲ ?",choice,FALSE,"[{""text"": ""Да (Yes)"", ""value"": 1}, {""text"": ""Нет (No)"", ""value"": 0}]"
COG_B_54,COGNITIVE,attention,"Есть ли ★ среди: ▲ ◆ ■ ● ?","▲ ◆ ■ ● ішінде ★ бар ма?","Is ★ present in: ▲ ◆ ■ ● ?",choice,FALSE,"[{""text"": ""Да (Yes)"", ""value"": 0}, {""text"": ""Нет (No)"", ""value"": 1}]"
COG_B_55,COGNITIVE,attention,"Есть ли ★ среди: ● ▲ ■ ◆ ?","● ▲ ■ ◆ ішінде ★ бар ма?","Is ★ present in: ● ▲ ■ ◆ ?",choice,FALSE,"[{""text"": ""Да (Yes)"", ""value"": 0}, {""text"": ""Нет (No)"", ""value"": 1}]"
COG_C_56,COGNITIVE,logic,"Сравните: 7 — 9","Салыстырыңыз: 7 — 9","Compare: 7 — 9",choice,FALSE,"[{""text"": ""7 (Left is Bigger)"", ""value"": 0}, {""text"": ""9 (Right is Bigger)"", ""value"": 1}, {""text"": ""= (Equal)"", ""value"": 0}]"
COG_C_57,COGNITIVE,logic,"Сравните: A — A","Салыстырыңыз: A — A","Compare: A — A",choice,FALSE,"[{""text"": ""Left is Bigger"", ""value"": 0}, {""text"": ""Right is Bigger"", ""value"": 0}, {""text"": ""= (Equal)"", ""value"": 1}]"
COG_C_58,COGNITIVE,logic,"Сравните: M — N (по алфавиту)","Салыстырыңыз: M — N (алфавит бойынша)","Compare: M — N (alphabetical)",choice,FALSE,"[{""text"": ""M (Earlier/Bigger)"", ""value"": 0}, {""text"": ""N (Later/Bigger)"", ""value"": 1}, {""text"": ""= (Equal)"", ""value"": 0}]"
COG_C_59,COGNITIVE,logic,"Сравните: 5 — 5","Салыстырыңыз: 5 — 5","Compare: 5 — 5",choice,FALSE,"[{""text"": ""Left is Bigger"", ""value"": 0}, {""text"": ""Right is Bigger"", ""value"": 0}, {""text"": ""= (Equal)"", ""value"": 1}]"
COG_C_60,COGNITIVE,logic,"Сравните: K — J","Салыстырыңыз: K — J","Compare: K — J",choice,FALSE,"[{""text"": ""K (Right is Bigger)"", ""value"": 1}, {""text"": ""J (Left is Bigger)"", ""value"": 0}, {""text"": ""= (Equal)"", ""value"": 0}]"
COG_C_61,COGNITIVE,logic,"Сравните: 8 — 6","Салыстырыңыз: 8 — 6","Compare: 8 — 6",choice,FALSE,"[{""text"": ""8 (Left is Bigger)"", ""value"": 1}, {""text"": ""6 (Right is Bigger)"", ""value"": 0}, {""text"": ""= (Equal)"", ""value"": 0}]"
COG_C_62,COGNITIVE,logic,"Сравните: P — P","Салыстырыңыз: P — P","Compare: P — P",choice,FALSE,"[{""text"": ""Left is Bigger"", ""value"": 0}, {""text"": ""Right is Bigger"", ""value"": 0}, {""text"": ""= (Equal)"", ""value"": 1}]"
COG_C_63,COGNITIVE,logic,"Сравните: D — B","Салыстырыңыз: D — B","Compare: D — B",choice,FALSE,"[{""text"": ""D (Left is Bigger)"", ""value"": 1}, {""text"": ""B (Right is Bigger)"", ""value"": 0}, {""text"": ""= (Equal)"", ""value"": 0}]"
COG_C_64,COGNITIVE,logic,"Сравните: 3 — 7","Салыстырыңыз: 3 — 7","Compare: 3 — 7",choice,FALSE,"[{""text"": ""3 (Left is Bigger)"", ""value"": 0}, {""text"": ""7 (Right is Bigger)"", ""value"": 1}, {""text"": ""= (Equal)"", ""value"": 0}]"
COG_C_65,COGNITIVE,logic,"Сравните: R — S","Салыстырыңыз: R — S","Compare: R — S",choice,FALSE,"[{""text"": ""R (Left is Bigger)"", ""value"": 0}, {""text"": ""S (Right is Bigger)"", ""value"": 1}, {""text"": ""= (Equal)"", ""value"": 0}]"
COG_C_66,COGNITIVE,logic,"Сравните: 9 — 9","Салыстырыңыз: 9 — 9","Compare: 9 — 9",choice,FALSE,"[{""text"": ""Left is Bigger"", ""value"": 0}, {""text"": ""Right is Bigger"", ""value"": 0}, {""text"": ""= (Equal)"", ""value"": 1}]"
COG_C_67,COGNITIVE,logic,"Сравните: L — K","Салыстырыңыз: L — K","Compare: L — K",choice,FALSE,"[{""text"": ""L (Left is Bigger)"", ""value"": 1}, {""text"": ""K (Right is Bigger)"", ""value"": 0}, {""text"": ""= (Equal)"", ""value"": 0}]"
COG_C_68,COGNITIVE,logic,"Сравните: 4 — 6","Салыстырыңыз: 4 — 6","Compare: 4 — 6",choice,FALSE,"[{""text"": ""4 (Left is Bigger)"", ""value"": 0}, {""text"": ""6 (Right is Bigger)"", ""value"": 1}, {""text"": ""= (Equal)"", ""value"": 0}]"
COG_C_69,COGNITIVE,logic,"Сравните: C — C","Салыстырыңыз: C — C","Compare: C — C",choice,FALSE,"[{""text"": ""Left is Bigger"", ""value"": 0}, {""text"": ""Right is Bigger"", ""value"": 0}, {""text"": ""= (Equal)"", ""value"": 1}]"
COG_C_70,COGNITIVE,logic,"Сравните: T — R","Салыстырыңыз: T — R","Compare: T — R",choice,FALSE,"[{""text"": ""T (Left is Bigger)"", ""value"": 1}, {""text"": ""R (Right is Bigger)"", ""value"": 0}, {""text"": ""= (Equal)"", ""value"": 0}]"
COG_C_71,COGNITIVE,logic,"Сравните: 8 — 8","Салыстырыңыз: 8 — 8","Compare: 8 — 8",choice,FALSE,"[{""text"": ""Left is Bigger"", ""value"": 0}, {""text"": ""Right is Bigger"", ""value"": 0}, {""text"": ""= (Equal)"", ""value"": 1}]"
COG_C_72,COGNITIVE,logic,"Сравните: G — H","Салыстырыңыз: G — H","Compare: G — H",choice,FALSE,"[{""text"": ""G (Left is Bigger)"", ""value"": 0}, {""text"": ""H (Right is Bigger)"", ""value"": 1}, {""text"": ""= (Equal)"", ""value"": 0}]"
COG_C_73,COGNITIVE,logic,"Сравните: 2 — 5","Салыстырыңыз: 2 — 5","Compare: 2 — 5",choice,FALSE,"[{""text"": ""2 (Left is Bigger)"", ""value"": 0}, {""text"": ""5 (Right is Bigger)"", ""value"": 1}, {""text"": ""= (Equal)"", ""value"": 0}]"
COG_C_74,COGNITIVE,logic,"Сравните: M — M","Салыстырыңыз: M — M","Compare: M — M",choice,FALSE,"[{""text"": ""Left is Bigger"", ""value"": 0}, {""text"": ""Right is Bigger"", ""value"": 0}, {""text"": ""= (Equal)"", ""value"": 1}]"
COG_C_75,COGNITIVE,logic,"Сравните: Q — P","Салыстырыңыз: Q — P","Compare: Q — P",choice,FALSE,"[{""text"": ""Q (Left is Bigger)"", ""value"": 1}, {""text"": ""P (Right is Bigger)"", ""value"": 0}, {""text"": ""= (Equal)"", ""value"": 0}]"
COG_D_76,COGNITIVE,logic,"Найдите пару для: ▲","▲ үшін жұпты табыңыз","Match the symbol: ▲",choice,FALSE,"[{""text"": ""▲"", ""value"": 1}, {""text"": ""■"", ""value"": 0}, {""text"": ""●"", ""value"": 0}]"
COG_D_77,COGNITIVE,logic,"Найдите пару для: ◆","◆ үшін жұпты табыңыз","Match the symbol: ◆",choice,FALSE,"[{""text"": ""●"", ""value"": 0}, {""text"": ""◆"", ""value"": 1}, {""text"": ""■"", ""value"": 0}]"
COG_D_78,COGNITIVE,logic,"Найдите пару для: ★","★ үшін жұпты табыңыз","Match the symbol: ★",choice,FALSE,"[{""text"": ""☆"", ""value"": 0}, {""text"": ""★"", ""value"": 1}, {""text"": ""▲"", ""value"": 0}]"
COG_D_79,COGNITIVE,logic,"Найдите пару для: ■","■ үшін жұпты табыңыз","Match the symbol: ■",choice,FALSE,"[{""text"": ""□"", ""value"": 0}, {""text"": ""■"", ""value"": 1}, {""text"": ""●"", ""value"": 0}]"
COG_D_80,COGNITIVE,logic,"Найдите пару для: ●","● үшін жұпты табыңыз","Match the symbol: ●",choice,FALSE,"[{""text"": ""▲"", ""value"": 0}, {""text"": ""●"", ""value"": 1}, {""text"": ""■"", ""value"": 0}]"
COG_D_81,COGNITIVE,logic,"Найдите пару для: A","A үшін жұпты табыңыз","Match the symbol: A",choice,FALSE,"[{""text"": ""A"", ""value"": 1}, {""text"": ""B"", ""value"": 0}, {""text"": ""C"", ""value"": 0}]"
COG_D_82,COGNITIVE,logic,"Найдите пару для: M","M үшін жұпты табыңыз","Match the symbol: M",choice,FALSE,"[{""text"": ""N"", ""value"": 0}, {""text"": ""M"", ""value"": 1}, {""text"": ""K"", ""value"": 0}]"
COG_D_83,COGNITIVE,logic,"Найдите пару для: 5","5 үшін жұпты табыңыз","Match the symbol: 5",choice,FALSE,"[{""text"": ""3"", ""value"": 0}, {""text"": ""5"", ""value"": 1}, {""text"": ""7"", ""value"": 0}]"
COG_D_84,COGNITIVE,logic,"Найдите пару для: 8","8 үшін жұпты табыңыз","Match the symbol: 8",choice,FALSE,"[{""text"": ""8"", ""value"": 1}, {""text"": ""6"", ""value"": 0}, {""text"": ""9"", ""value"": 0}]"
COG_D_85,COGNITIVE,logic,"Найдите пару для: K","K үшін жұпты табыңыз","Match the symbol: K",choice,FALSE,"[{""text"": ""J"", ""value"": 0}, {""text"": ""K"", ""value"": 1}, {""text"": ""L"", ""value"": 0}]"
COG_D_86,COGNITIVE,logic,"Найдите пару для: ▲","▲ үшін жұпты табыңыз","Match the symbol: ▲",choice,FALSE,"[{""text"": ""■"", ""value"": 0}, {""text"": ""▲"", ""value"": 1}, {""text"": ""●"", ""value"": 0}]"
COG_D_87,COGNITIVE,logic,"Найдите пару для: ◆","◆ үшін жұпты табыңыз","Match the symbol: ◆",choice,FALSE,"[{""text"": ""◆"", ""value"": 1}, {""text"": ""●"", ""value"": 0}, {""text"": ""■"", ""value"": 0}]"
COG_D_88,COGNITIVE,logic,"Найдите пару для: ★","★ үшін жұпты табыңыз","Match the symbol: ★",choice,FALSE,"[{""text"": ""★"", ""value"": 1}, {""text"": ""☆"", ""value"": 0}, {""text"": ""▲"", ""value"": 0}]"
COG_D_89,COGNITIVE,logic,"Найдите пару для: ■","■ үшін жұпты табыңыз","Match the symbol: ■",choice,FALSE,"[{""text"": ""■"", ""value"": 1}, {""text"": ""□"", ""value"": 0}, {""text"": ""●"", ""value"": 0}]"
COG_D_90,COGNITIVE,logic,"Найдите пару для: ●","● үшін жұпты табыңыз","Match the symbol: ●",choice,FALSE,"[{""text"": ""●"", ""value"": 1}, {""text"": ""▲"", ""value"": 0}, {""text"": ""■"", ""value"": 0}]"
COG_D_91,COGNITIVE,logic,"Найдите пару для: B","B үшін жұпты табыңыз","Match the symbol: B",choice,FALSE,"[{""text"": ""D"", ""value"": 0}, {""text"": ""B"", ""value"": 1}, {""text"": ""C"", ""value"": 0}]"
COG_D_92,COGNITIVE,logic,"Найдите пару для: R","R үшін жұпты табыңыз","Match the symbol: R",choice,FALSE,"[{""text"": ""R"", ""value"": 1}, {""text"": ""T"", ""value"": 0}, {""text"": ""S"", ""value"": 0}]"
COG_D_93,COGNITIVE,logic,"Найдите пару для: 4","4 үшін жұпты табыңыз","Match the symbol: 4",choice,FALSE,"[{""text"": ""6"", ""value"": 0}, {""text"": ""4"", ""value"": 1}, {""text"": ""8"", ""value"": 0}]"
COG_D_94,COGNITIVE,logic,"Найдите пару для: 9","9 үшін жұпты табыңыз","Match the symbol: 9",choice,FALSE,"[{""text"": ""7"", ""value"": 0}, {""text"": ""9"", ""value"": 1}, {""text"": ""5"", ""value"": 0}]"
COG_D_95,COGNITIVE,logic,"Найдите пару для: G","G үшін жұпты табыңыз","Match the symbol: G",choice,FALSE,"[{""text"": ""H"", ""value"": 0}, {""text"": ""G"", ""value"": 1}, {""text"": ""F"", ""value"": 0}]"
COG_D_96,COGNITIVE,logic,"Найдите пару для: ▲","▲ үшін жұпты табыңыз","Match the symbol: ▲",choice,FALSE,"[{""text"": ""▲"", ""value"": 1}, {""text"": ""■"", ""value"": 0}, {""text"": ""◆"", ""value"": 0}]"
COG_D_97,COGNITIVE,logic,"Найдите пару для: ◆","◆ үшін жұпты табыңыз","Match the symbol: ◆",choice,FALSE,"[{""text"": ""●"", ""value"": 0}, {""text"": ""■"", ""value"": 0}, {""text"": ""◆"", ""value"": 1}]"
COG_D_98,COGNITIVE,logic,"Найдите пару для: ★","★ үшін жұпты табыңыз","Match the symbol: ★",choice,FALSE,"[{""text"": ""☆"", ""value"": 0}, {""text"": ""▲"", ""value"": 0}, {""text"": ""★"", ""value"": 1}]"
COG_D_99,COGNITIVE,logic,"Найдите пару для: ■","■ үшін жұпты табыңыз","Match the symbol: ■",choice,FALSE,"[{""text"": ""□"", ""value"": 0}, {""text"": ""●"", ""value"": 0}, {""text"": ""■"", ""value"": 1}]"
