code,module,category,text_ru,text_kz,text_en,type,is_reverse,options
R_032,RIASEC,Realistic,Я предпочитаю задачи без лишних обсуждений,Мен артық талқылаусыз тапсырмаларды жөн көремін,I prefer tasks without unnecessary discussions,scale,FALSE,
R_033,RIASEC,Realistic,Я люблю исправлять неполадки,Маған ақауларды түзету ұнайды,I like fixing malfunctions,scale,FALSE,
R_034,RIASEC,Realistic,Мне комфортно работать самостоятельно,Маған өз бетімше жұмыс істеу ыңғайлы,I am comfortable working independently,scale,FALSE,
R_035,RIASEC,Realistic,Я предпочитаю понятные процессы,Мен түсінікті процестерді жөн көремін,I prefer understandable processes,scale,FALSE,
R_036,RIASEC,Realistic,Я люблю доводить вещи до рабочего состояния,Маған заттарды жұмыс күйіне келтіру ұнайды,I like getting things into working order,scale,FALSE,
R_037,RIASEC,Realistic,Мне нравится работать с техникой и инструментами,Маған техникамен және құралдармен жұмыс істеу ұнайды,I like working with technology and tools,scale,FALSE,
R_038,RIASEC,Realistic,Я ценю функциональность,Мен функционалдылықты бағалаймын,I value functionality,scale,FALSE,
R_039,RIASEC,Realistic,"Мне важно, чтобы работа была полезной",Жұмыстың пайдалы болғаны мен үшін маңызды,It is important to me that the work is useful,scale,FALSE,
R_040,RIASEC,Realistic,Я предпочитаю конкретные задачи,Мен нақты тапсырмаларды жөн көремін,I prefer specific tasks,scale,FALSE,
R_041,RIASEC,Realistic,Я люблю работать с оборудованием,Маған жабдықпен жұмыс істеу ұнайды,I like working with equipment,scale,FALSE,
R_042,RIASEC,Realistic,Мне комфортно выполнять задания руками,Маған қолмен тапсырма орындау ыңғайлы,I am comfortable doing tasks with my hands,scale,FALSE,
R_043,RIASEC,Realistic,Я предпочитаю практический подход,Мен практикалық тәсілді жөн көремін,I prefer a practical approach,scale,FALSE,
R_044,RIASEC,Realistic,Мне нравится выполнять четко определенные задачи,Маған нақты анықталған тапсырмаларды орындау ұнайды,I like performing clearly defined tasks,scale,FALSE,
R_045,RIASEC,Realistic,Я люблю задачи с видимым результатом,Маған нәтижесі көрінетін тапсырмалар ұнайды,I like tasks with visible results,scale,FALSE,
R_046,RIASEC,Realistic,Мне важна надежность,Маған сенімділік маңызды,Reliability is important to me,scale,FALSE,
R_047,RIASEC,Realistic,Я предпочитаю простые и понятные решения,Мен қарапайым және түсінікті шешімдерді жөн көремін,I prefer simple and clear solutions,scale,FALSE,
R_048,RIASEC,Realistic,Я люблю физическую активность,Маған физикалық белсенділік ұнайды,I like physical activity,scale,FALSE,
R_049,RIASEC,Realistic,Мне комфортно работать с механизмами,Маған механизмдермен жұмыс істеу ыңғайлы,I am comfortable working with mechanisms,scale,FALSE,
R_050,RIASEC,Realistic,"Я предпочитаю делать, а не обсуждать",Мен талқылаудан гөрі жасауды жөн көремін,I prefer doing rather than discussing,scale,FALSE,
R_051,RIASEC,Realistic,Я люблю работать с реальными объектами,Маған нақты объектілермен жұмыс істеу ұнайды,I like working with real objects,scale,FALSE,
R_052,RIASEC,Realistic,Мне нравится выполнять технические инструкции,Маған техникалық нұсқауларды орындау ұнайды,I like following technical instructions,scale,FALSE,
R_053,RIASEC,Realistic,Я предпочитаю практическую пользу,Мен практикалық пайданы жөн көремін,I prefer practical utility,scale,FALSE,
R_054,RIASEC,Realistic,Мне комфортно работать в реальных условиях,Маған шынайы жағдайда жұмыс істеу ыңғайлы,I am comfortable working in real conditions,scale,FALSE,
R_055,RIASEC,Realistic,"Я люблю задачи, где важна точность",Маған дәлдік маңызды болатын тапсырмалар ұнайды,I like tasks where precision is important,scale,FALSE,
R_056,RIASEC,Realistic,Я предпочитаю стабильную работу,Мен тұрақты жұмысты жөн көремін,I prefer stable work,scale,FALSE,
R_057,RIASEC,Realistic,Мне нравится доводить дело до конца,Маған істі аяғына дейін жеткізу ұнайды,I like finishing what I start,scale,FALSE,
R_058,RIASEC,Realistic,Я люблю работать с материальными объектами,Маған материалдық объектілермен жұмыс істеу ұнайды,I like working with material objects,scale,FALSE,
R_059,RIASEC,Realistic,"Мне важно, чтобы результат был ощутим",Маған нәтиженің сезілетіндей болуы маңызды,It is important for me that the result is tangible,scale,FALSE,
R_060,RIASEC,Realistic,Я предпочитаю конкретные действия,Мен нақты әрекеттерді жөн көремін,I prefer concrete actions,scale,FALSE,
R_061,RIASEC,Realistic,Я люблю задачи без абстракций,Маған абстракциясыз тапсырмалар ұнайды,I like tasks without abstractions,scale,FALSE,
R_062,RIASEC,Realistic,Мне комфортно работать с инструментами,Маған құралдармен жұмыс істеу ыңғайлы,I am comfortable working with tools,scale,FALSE,
R_063,RIASEC,Realistic,Я предпочитаю практические навыки,Мен практикалық дағдыларды жөн көремін,I prefer practical skills,scale,FALSE,
R_064,RIASEC,Realistic,Мне нравится чинить и улучшать,Маған жөндеу және жақсарту ұнайды,I like fixing and improving things,scale,FALSE,
R_065,RIASEC,Realistic,Я люблю работать по инструкции,Маған нұсқаулықпен жұмыс істеу ұнайды,I like working by instructions,scale,FALSE,
R_066,RIASEC,Realistic,"Мне важно, чтобы задача была понятной",Маған тапсырманың түсінікті болуы маңызды,It is important to me that the task is clear,scale,FALSE,
R_067,RIASEC,Realistic,Я предпочитаю реальный результат,Мен нақты нәтижені жөн көремін,I prefer real results,scale,FALSE,
R_068,RIASEC,Realistic,Я люблю выполнять физическую работу,Маған физикалық жұмыс атқару ұнайды,I like performing physical work,scale,FALSE,
R_069,RIASEC,Realistic,Мне комфортно работать с техникой,Маған техникамен жұмыс істеу ыңғайлы,I am comfortable working with technology,scale,FALSE,
R_070,RIASEC,Realistic,Я предпочитаю понятные процессы,Мен түсінікті процестерді жөн көремін,I prefer understandable processes,scale,FALSE,
R_071,RIASEC,Realistic,Я люблю практическую деятельность,Маған практикалық қызмет ұнайды,I like practical activities,scale,FALSE,
R_072,RIASEC,Realistic,Мне нравится работать руками,Маған қолмен жұмыс істеген ұнайды,I like working with my hands,scale,FALSE,
R_073,RIASEC,Realistic,Я предпочитаю конкретные задачи,Мен нақты тапсырмаларды жөн көремін,I prefer specific tasks,scale,FALSE,
R_074,RIASEC,Realistic,"Мне важно, чтобы работа имела практический смысл",Жұмыстың практикалық мәні болғаны маңызды,It is important to me that the work has practical meaning,scale,FALSE,
R_075,RIASEC,Realistic,Я люблю работать с оборудованием,Маған жабдықпен жұмыс істеу ұнайды,I like working with equipment,scale,FALSE,
R_076,RIASEC,Realistic,Мне комфортно выполнять технические задания,Маған техникалық тапсырмаларды орындау ыңғайлы,I am comfortable performing technical tasks,scale,FALSE,
R_077,RIASEC,Realistic,Я предпочитаю стабильность,Мен тұрақтылықты жөн көремін,I prefer stability,scale,FALSE,
R_078,RIASEC,Realistic,Мне нравится практическая работа,Маған практикалық жұмыс ұнайды,I like practical work,scale,FALSE,
R_079,RIASEC,Realistic,Я люблю выполнять инструкции,Маған нұсқауларды орындау ұнайды,I like following instructions,scale,FALSE,
R_080,RIASEC,Realistic,Мне важно видеть результат,Маған нәтижені көру маңызды,It is important for me to see the result,scale,FALSE,
R_081,RIASEC,Realistic,Я предпочитаю реальную деятельность,Мен нақты қызметті жөн көремін,I prefer real activities,scale,FALSE,
R_082,RIASEC,Realistic,Я люблю работать с вещами,Маған заттармен жұмыс істеу ұнайды,I like working with things,scale,FALSE,
R_083,RIASEC,Realistic,Мне комфортно выполнять практические задачи,Маған практикалық есептерді шешу ыңғайлы,I am comfortable performing practical tasks,scale,FALSE,
R_084,RIASEC,Realistic,Я предпочитаю действия размышлениям,Мен ой толғаудан гөрі әрекетті жөн көремін,I prefer actions to reflections,scale,FALSE,
R_085,RIASEC,Realistic,Мне нравится чинить и собирать,Маған жөндеу және жинау ұнайды,I like fixing and assembling,scale,FALSE,
R_086,RIASEC,Realistic,Я люблю работать с механизмами,Маған механизмдермен жұмыс істеу ұнайды,I like working with mechanisms,scale,FALSE,
R_087,RIASEC,Realistic,"Мне важно, чтобы работа была полезной",Жұмыстың пайдалы болуы маңызды,It is important to me that the work is useful,scale,FALSE,
R_088,RIASEC,Realistic,Я предпочитаю практический подход,Мен практикалық тәсілді жөн көремін,I prefer a practical approach,scale,FALSE,
R_089,RIASEC,Realistic,Я люблю конкретные задачи,Маған нақты тапсырмалар ұнайды,I like concrete tasks,scale,FALSE,
R_090,RIASEC,Realistic,Мне комфортно работать с инструментами,Маған құралдармен жұмыс істеу ыңғайлы,I am comfortable working with tools,scale,FALSE,
R_091,RIASEC,Realistic,Я предпочитаю реальные задачи,Мен нақты тапсырмаларды жөн көремін,I prefer real tasks,scale,FALSE,
R_092,RIASEC,Realistic,Мне нравится физическая активность,Маған физикалық белсенділік ұнайды,I like physical activity,scale,FALSE,
R_093,RIASEC,Realistic,Я люблю практическую пользу,Маған практикалық пайда ұнайды,I like practical benefits,scale,FALSE,
R_094,RIASEC,Realistic,"Мне важно, чтобы результат был виден",Нәтиженің көрініп тұрғаны маңызды,It is important to me that the result is visible,scale,FALSE,
R_095,RIASEC,Realistic,Я предпочитаю четкие задания,Мен нақты тапсырмаларды жөн көремін,I prefer clear tasks,scale,FALSE,
R_096,RIASEC,Realistic,Мне нравится работать руками,Маған қолмен жұмыс істеген ұнайды,I like working with my hands,scale,FALSE,
R_097,RIASEC,Realistic,Я люблю выполнять техническую работу,Маған техникалық жұмыс жасау ұнайды,I like doing technical work,scale,FALSE,
R_098,RIASEC,Realistic,Мне комфортно работать с оборудованием,Маған жабдықпен жұмыс істеу ыңғайлы,I am comfortable working with equipment,scale,FALSE,
R_099,RIASEC,Realistic,Я предпочитаю практические решения,Мен практикалық шешімдерді жөн көремін,I prefer practical solutions,scale,FALSE,
R_100,RIASEC,Realistic,Я люблю конкретный результат,Маған нақты нәтиже ұнайды,I like concrete results,scale,FALSE,
I_001,RIASEC,Investigative,"Мне интересно разбираться, почему вещи работают именно так",Заттардың неліктен дәл осылай жұмыс істейтінін түсіну маған қызық,I am interested in understanding why things work the way they do,scale,FALSE,
I_002,RIASEC,Investigative,Я люблю анализировать информацию,Мен ақпаратты талдағанды ұнатамын,I like analyzing information,scale,FALSE,
I_003,RIASEC,Investigative,Мне нравится искать причины и закономерности,Маған себептер мен заңдылықтарды іздеу ұнайды,I like looking for causes and patterns,scale,FALSE,
I_004,RIASEC,Investigative,Я получаю удовольствие от сложных интеллектуальных задач,Мен күрделі зияткерлік тапсырмалардан ләззат аламын,I enjoy complex intellectual tasks,scale,FALSE,
I_005,RIASEC,Investigative,Мне важно понимать суть происходящего,Маған болып жатқан нәрсенің мәнін түсіну маңызды,It is important for me to understand the essence of what is happening,scale,FALSE,
I_006,RIASEC,Investigative,Я люблю размышлять над абстрактными вопросами,Мен абстрактілі сұрақтар туралы ойланғанды ұнатамын,I like thinking about abstract questions,scale,FALSE,
I_007,RIASEC,Investigative,Мне интересно исследовать новые темы,Маған жаңа тақырыптарды зерттеу қызық,I am interested in researching new topics,scale,FALSE,
I_008,RIASEC,Investigative,"Я предпочитаю думать, прежде чем действовать",Мен әрекет етпес бұрын ойлануды жөн көремін,I prefer to think before I act,scale,FALSE,
I_009,RIASEC,Investigative,Мне нравится работать с данными и фактами,Маған деректермен және фактілермен жұмыс істеу ұнайды,I like working with data and facts,scale,FALSE,
I_010,RIASEC,Investigative,Я часто задаю вопросы «почему» и «как»,Мен жиі «неге» және «қалай» деген сұрақтар қоямын,I often ask 'why' and 'how',scale,FALSE,
I_011,RIASEC,Investigative,Я получаю удовольствие от логических задач,Мен логикалық есептерден ләззат аламын,I enjoy logical problems,scale,FALSE,
I_012,RIASEC,Investigative,Мне интересно делать выводы на основе информации,Маған ақпарат негізінде қорытынды жасау қызық,I am interested in drawing conclusions based on information,scale,FALSE,
I_013,RIASEC,Investigative,"Я люблю задачи, где нужно анализировать",Маған талдауды қажет ететін тапсырмалар ұнайды,I like tasks that require analysis,scale,FALSE,
I_014,RIASEC,Investigative,Мне важно разбираться в деталях,Маған егжей-тегжейін түсіну маңызды,It is important for me to understand the details,scale,FALSE,
I_015,RIASEC,Investigative,Я предпочитаю аргументы эмоциям,Мен эмоциядан гөрі дәлелдерді жөн көремін,I prefer arguments to emotions,scale,FALSE,
I_016,RIASEC,Investigative,Мне нравится искать объяснения сложным явлениям,Маған күрделі құбылыстарға түсініктеме іздеу ұнайды,I like looking for explanations for complex phenomena,scale,FALSE,
I_017,RIASEC,Investigative,Я люблю работать с теориями и моделями,Маған теориялармен және модельдермен жұмыс істеу ұнайды,I like working with theories and models,scale,FALSE,
I_018,RIASEC,Investigative,Мне интересно сравнивать разные точки зрения,Маған әртүрлі көзқарастарды салыстыру қызық,I am interested in comparing different points of view,scale,FALSE,
I_019,RIASEC,Investigative,"Я часто углубляюсь в тему, если она меня заинтересовала","Егер тақырып қызықтырса, мен оған терең үңілемін",I often delve deep into a topic if it interests me,scale,FALSE,
I_020,RIASEC,Investigative,Я получаю удовольствие от умственной работы,Мен ой еңбегінен ләззат аламын,I enjoy mental work,scale,FALSE,
I_021,RIASEC,Investigative,Мне нравится систематизировать знания,Маған білімді жүйелеу ұнайды,I like systematizing knowledge,scale,FALSE,
I_022,RIASEC,Investigative,Я люблю читать познавательные материалы,Мен танымдық материалдарды оқығанды ұнатамын,I like reading educational materials,scale,FALSE,
I_023,RIASEC,Investigative,Мне интересно исследовать неизвестное,Маған белгісіз нәрселерді зерттеу қызық,I am interested in exploring the unknown,scale,FALSE,
I_024,RIASEC,Investigative,Я предпочитаю задачи без очевидного ответа,Мен жауабы айқын емес тапсырмаларды жөн көремін,I prefer tasks without an obvious answer,scale,FALSE,
I_025,RIASEC,Investigative,Мне нравится работать с цифрами и фактами,Маған сандармен және фактілермен жұмыс істеу ұнайды,I like working with numbers and facts,scale,FALSE,
I_026,RIASEC,Investigative,Я люблю анализировать причины и следствия,Мен себеп-салдарды талдағанды ұнатамын,I like analyzing causes and effects,scale,FALSE,
I_027,RIASEC,Investigative,Мне важно логическое обоснование,Маған логикалық негіздеме маңызды,Logical justification is important to me,scale,FALSE,
I_028,RIASEC,Investigative,Я получаю удовольствие от интеллектуальных вызовов,Мен зияткерлік сын-қатерлерден ләззат аламын,I enjoy intellectual challenges,scale,FALSE,
I_029,RIASEC,Investigative,Мне нравится находить ошибки или неточности,Маған қателер мен дәлсіздіктерді табу ұнайды,I like finding errors or inaccuracies,scale,FALSE,
I_030,RIASEC,Investigative,Я люблю делать выводы на основе анализа,Мен талдау негізінде қорытынды жасағанды ұнатамын,I like drawing conclusions based on analysis,scale,FALSE,
I_031,RIASEC,Investigative,Мне интересно наблюдать и делать выводы,Маған бақылау және қорытынды жасау қызық,I am interested in observing and drawing conclusions,scale,FALSE,
I_032,RIASEC,Investigative,Я предпочитаю размышления действиям без плана,Мен жоспарсыз әрекеттен гөрі ойлануды жөн көремін,I prefer reflection to unplanned action,scale,FALSE,
I_033,RIASEC,Investigative,Мне нравится разбираться в сложных системах,Маған күрделі жүйелерді түсіну ұнайды,I like understanding complex systems,scale,FALSE,
I_034,RIASEC,Investigative,Я люблю проверять гипотезы,Мен гипотезаларды тексергенді ұнатамын,I like testing hypotheses,scale,FALSE,
I_035,RIASEC,Investigative,Мне важно понимать взаимосвязи,Маған өзара байланыстарды түсіну маңызды,It is important for me to understand relationships,scale,FALSE,
I_036,RIASEC,Investigative,Я получаю удовольствие от исследований,Мен зерттеулерден ләззат аламын,I enjoy research,scale,FALSE,
I_037,RIASEC,Investigative,Мне нравится работать с абстрактными понятиями,Маған абстрактілі ұғымдармен жұмыс істеу ұнайды,I like working with abstract concepts,scale,FALSE,
I_038,RIASEC,Investigative,Я предпочитаю факты предположениям,Мен болжамдардан гөрі фактілерді жөн көремін,I prefer facts to assumptions,scale,FALSE,
I_039,RIASEC,Investigative,"Мне интересно изучать, как устроены процессы",Маған процестердің қалай құрылғанын зерттеу қызық,I am interested in studying how processes work,scale,FALSE,
I_040,RIASEC,Investigative,Я люблю анализировать информацию из разных источников,Мен әртүрлі дереккөздерден ақпаратты талдағанды ұнатамын,I like analyzing information from different sources,scale,FALSE,
I_041,RIASEC,Investigative,Мне нравится находить закономерности,Маған заңдылықтарды табу ұнайды,I like finding patterns,scale,FALSE,
I_042,RIASEC,Investigative,"Я люблю задачи, где нужно думать глубоко",Маған терең ойлануды қажет ететін тапсырмалар ұнайды,I like tasks that require deep thinking,scale,FALSE,
I_043,RIASEC,Investigative,Мне интересно разбирать сложные проблемы на части,Маған күрделі мәселелерді бөліктерге бөлу қызық,I am interested in breaking down complex problems,scale,FALSE,
I_044,RIASEC,Investigative,Я получаю удовольствие от поиска решений,Мен шешім іздеуден ләззат аламын,I enjoy finding solutions,scale,FALSE,
I_045,RIASEC,Investigative,Мне нравится изучать новые концепции,Маған жаңа тұжырымдамаларды зерттеу ұнайды,I like studying new concepts,scale,FALSE,
I_046,RIASEC,Investigative,Я люблю логические рассуждения,Мен логикалық пайымдауларды ұнатамын,I like logical reasoning,scale,FALSE,
I_047,RIASEC,Investigative,"Мне важно доказательство, а не мнение","Маған пікір емес, дәлел маңызды","Proof is important to me, not opinion",scale,FALSE,
I_048,RIASEC,Investigative,"Я предпочитаю исследовать, а не действовать вслепую",Мен соқыр әрекеттен гөрі зерттеуді жөн көремін,I prefer researching to acting blindly,scale,FALSE,
I_049,RIASEC,Investigative,Мне нравится анализировать альтернативные варианты,Маған балама нұсқаларды талдау ұнайды,I like analyzing alternative options,scale,FALSE,
I_050,RIASEC,Investigative,Я люблю задавать уточняющие вопросы,Мен нақтылау сұрақтарын қойғанды ұнатамын,I like asking clarifying questions,scale,FALSE,
I_051,RIASEC,Investigative,Мне интересно работать с информацией,Маған ақпаратпен жұмыс істеу қызық,I am interested in working with information,scale,FALSE,
I_052,RIASEC,Investigative,Я получаю удовольствие от интеллектуального анализа,Мен зияткерлік талдаудан ләззат аламын,I enjoy intellectual analysis,scale,FALSE,
I_053,RIASEC,Investigative,Мне нравится рассматривать проблему с разных сторон,Маған мәселені әр қырынан қарастыру ұнайды,I like looking at a problem from different angles,scale,FALSE,
I_054,RIASEC,Investigative,Я люблю делать обоснованные выводы,Мен негізделген қорытындылар жасағанды ұнатамын,I like drawing well-founded conclusions,scale,FALSE,
I_055,RIASEC,Investigative,Мне важно понимать логику происходящего,Маған болып жатқанның логикасын түсіну маңызды,It is important for me to understand the logic of events,scale,FALSE,
I_056,RIASEC,Investigative,Я предпочитаю глубину поверхностному пониманию,Мен үстірт түсініктен гөрі тереңдікті жөн көремін,I prefer depth to superficial understanding,scale,FALSE,
I_057,RIASEC,Investigative,Мне нравится искать причинно-следственные связи,Маған себеп-салдарлық байланыстарды іздеу ұнайды,I like looking for cause-and-effect relationships,scale,FALSE,
I_058,RIASEC,Investigative,Я люблю исследовать сложные темы,Мен күрделі тақырыптарды зерттегенді ұнатамын,I like researching complex topics,scale,FALSE,
I_059,RIASEC,Investigative,Мне интересно разбираться в абстрактных моделях,Маған абстрактілі модельдерді түсіну қызық,I am interested in understanding abstract models,scale,FALSE,
I_060,RIASEC,Investigative,Я получаю удовольствие от умственного напряжения,Мен ақыл-ой кернеуінен ләззат аламын,I enjoy mental exertion,scale,FALSE,
I_061,RIASEC,Investigative,Мне нравится анализировать сложные тексты,Маған күрделі мәтіндерді талдау ұнайды,I like analyzing complex texts,scale,FALSE,
I_062,RIASEC,Investigative,Я люблю проверять идеи на логичность,Мен идеялардың қисындылығын тексергенді ұнатамын,I like checking ideas for logic,scale,FALSE,
I_063,RIASEC,Investigative,Мне интересно изучать научные подходы,Маған ғылыми тәсілдерді зерттеу қызық,I am interested in studying scientific approaches,scale,FALSE,
I_064,RIASEC,Investigative,Я предпочитаю размышления спонтанным решениям,Мен спонтанды шешімдерден гөрі ойлануды жөн көремін,I prefer reflection to spontaneous decisions,scale,FALSE,
I_065,RIASEC,Investigative,Мне нравится искать объяснения фактам,Маған фактілерге түсініктеме іздеу ұнайды,I like seeking explanations for facts,scale,FALSE,
I_066,RIASEC,Investigative,Я люблю разбирать задачи пошагово,Мен есептерді кезең-кезеңімен талдағанды ұнатамын,I like breaking down tasks step by step,scale,FALSE,
I_067,RIASEC,Investigative,"Мне важно, чтобы выводы были обоснованы",Маған қорытындылардың негізделгені маңызды,It is important to me that conclusions are justified,scale,FALSE,
I_068,RIASEC,Investigative,Я получаю удовольствие от логических рассуждений,Мен логикалық пайымдаулардан ләззат аламын,I enjoy logical reasoning,scale,FALSE,
I_069,RIASEC,Investigative,Мне интересно исследовать причины ошибок,Маған қателердің себебін зерттеу қызық,I am interested in investigating the causes of errors,scale,FALSE,
I_070,RIASEC,Investigative,Я люблю интеллектуальные вызовы,Мен зияткерлік сын-қатерлерді ұнатамын,I like intellectual challenges,scale,FALSE,
I_071,RIASEC,Investigative,Мне нравится углубляться в сложные вопросы,Маған күрделі сұрақтарға тереңдеу ұнайды,I like delving into complex questions,scale,FALSE,
I_072,RIASEC,Investigative,Я предпочитаю анализ догадкам,Мен болжамдардан гөрі талдауды жөн көремін,I prefer analysis to guesswork,scale,FALSE,
I_073,RIASEC,Investigative,Мне интересно работать с концепциями,Маған тұжырымдамалармен жұмыс істеу қызық,I am interested in working with concepts,scale,FALSE,
I_074,RIASEC,Investigative,Я люблю системное мышление,Мен жүйелі ойлауды ұнатамын,I like systems thinking,scale,FALSE,
I_075,RIASEC,Investigative,Мне важно понимать структуру знаний,Маған білім құрылымын түсіну маңызды,It is important for me to understand the structure of knowledge,scale,FALSE,
I_076,RIASEC,Investigative,Я получаю удовольствие от поиска закономерностей,Мен заңдылықтарды іздеуден ләззат аламын,I enjoy finding patterns,scale,FALSE,
I_077,RIASEC,Investigative,Мне нравится исследовать сложные идеи,Маған күрделі идеяларды зерттеу ұнайды,I like exploring complex ideas,scale,FALSE,
I_078,RIASEC,Investigative,Я люблю размышлять над гипотезами,Мен гипотезалар туралы ойланғанды ұнатамын,I like thinking about hypotheses,scale,FALSE,
I_079,RIASEC,Investigative,Мне интересно анализировать процессы,Маған процестерді талдау қызық,I am interested in analyzing processes,scale,FALSE,
I_080,RIASEC,Investigative,Я предпочитаю обоснованные решения,Мен негізделген шешімдерді жөн көремін,I prefer justified decisions,scale,FALSE,
I_081,RIASEC,Investigative,Мне нравится изучать теории,Маған теорияларды оқу ұнайды,I like studying theories,scale,FALSE,
I_082,RIASEC,Investigative,Я люблю разбирать информацию на части,Мен ақпаратты бөліктерге бөлгенді ұнатамын,I like breaking information down into parts,scale,FALSE,
I_083,RIASEC,Investigative,Мне интересно исследовать неизвестные темы,Маған белгісіз тақырыптарды зерттеу қызық,I am interested in researching unknown topics,scale,FALSE,
I_084,RIASEC,Investigative,Я получаю удовольствие от интеллектуального поиска,Мен зияткерлік ізденістен ләззат аламын,I enjoy intellectual search,scale,FALSE,
I_085,RIASEC,Investigative,Мне нравится анализировать причины и последствия,Маған себептер мен салдарларды талдау ұнайды,I like analyzing causes and consequences,scale,FALSE,
I_086,RIASEC,Investigative,Я люблю логическую последовательность,Мен логикалық реттілікті ұнатамын,I like logical consistency,scale,FALSE,
