code,module,category,text_ru,text_kz,text_en,type,is_reverse,options
SJT_021,SJT,teamwork,"В команде разные мнения.","Командада әртүрлі пікірлер бар.","There are different opinions in the team.",choice,FALSE,"[{""text"": ""Предложу обсудить (Propose discussion)"", ""value"": 2}, {""text"": ""Буду настаивать на своём (Insist on mine)"", ""value"": 0}, {""text"": ""Уступлю (Give in)"", ""value"": 1}, {""text"": ""Отстранюсь (Withdraw)"", ""value"": 0}]"
SJT_022,SJT,teamwork,"Один участник не выполняет свою часть.","Бір қатысушы өз бөлігін орындамайды.","One member is not doing their part.",choice,FALSE,"[{""text"": ""Обсужу с ним (Discuss with him)"", ""value"": 2}, {""text"": ""Сделаю за него (Do it for him)"", ""value"": 1}, {""text"": ""Пожалуюсь (Complain)"", ""value"": 0}, {""text"": ""Проигнорирую (Ignore)"", ""value"": 0}]"
SJT_023,SJT,teamwork,"Вам не нравится решение команды.","Сізге команданың шешімі ұнамайды.","You don't like the team's decision.",choice,FALSE,"[{""text"": ""Аргументирую альтернативу (Argue alternative)"", ""value"": 2}, {""text"": ""Промолчу (Stay silent)"", ""value"": 0}, {""text"": ""Начну спор (Argue)"", ""value"": 1}, {""text"": ""Сделаю по-своему (Do my way)"", ""value"": 0}]"
SJT_024,SJT,teamwork,"В группе возник конфликт.","Топта жанжал туындады.","Conflict arose in the group.",choice,FALSE,"[{""text"": ""Попробую договориться (Try to negotiate)"", ""value"": 2}, {""text"": ""Вмешиваться не буду (Won't interfere)"", ""value"": 0}, {""text"": ""Поддержу одну сторону (Support one side)"", ""value"": 0}, {""text"": ""Отойду (Walk away)"", ""value"": 0}]"
SJT_025,SJT,teamwork,"Кто-то критикует вашу идею.","Біреу сіздің идеяңызды сынайды.","Someone criticizes your idea.",choice,FALSE,"[{""text"": ""Выслушаю и уточню (Listen and clarify)"", ""value"": 2}, {""text"": ""Начну защищаться (Defend)"", ""value"": 1}, {""text"": ""Обижусь (Get offended)"", ""value"": 0}, {""text"": ""Откажусь от идеи (Give up idea)"", ""value"": 0}]"
SJT_041,SJT,initiative,"Вы видите проблему, но вас не просили её решать.","Сіз мәселені көріп тұрсыз, бірақ оны шешу сұралмады.","You see a problem, but weren't asked to solve it.",choice,FALSE,"[{""text"": ""Предложу решение (Propose solution)"", ""value"": 2}, {""text"": ""Подожду указаний (Wait for orders)"", ""value"": 1}, {""text"": ""Проигнорирую (Ignore)"", ""value"": 0}, {""text"": ""Сообщу, но не буду действовать (Report only)"", ""value"": 1}]"
SJT_042,SJT,initiative,"В проекте нет лидера.","Жобада көшбасшы жоқ.","There is no leader in the project.",choice,FALSE,"[{""text"": ""Возьму инициативу (Take initiative)"", ""value"": 2}, {""text"": ""Буду делать свою часть (Do my part)"", ""value"": 1}, {""text"": ""Подожду, пока кто-то возьмёт роль (Wait for someone)"", ""value"": 0}, {""text"": ""Откажусь от участия (Refuse)"", ""value"": 0}]"
SJT_043,SJT,initiative,"Можно улучшить процесс.","Процесті жақсартуға болады.","Process can be improved.",choice,FALSE,"[{""text"": ""Предложу идею (Propose idea)"", ""value"": 2}, {""text"": ""Оставлю как есть (Leave as is)"", ""value"": 0}, {""text"": ""Обсужу позже (Discuss later)"", ""value"": 1}, {""text"": ""Не вмешиваюсь (Don't interfere)"", ""value"": 0}]"
SJT_044,SJT,initiative,"Вы не уверены в результате.","Сіз нәтижеге сенімді емессіз.","You are unsure of the result.",choice,FALSE,"[{""text"": ""Всё равно попробую (Try anyway)"", ""value"": 2}, {""text"": ""Спрошу разрешения (Ask permission)"", ""value"": 1}, {""text"": ""Не буду рисковать (No risk)"", ""value"": 0}, {""text"": ""Отложу (Postpone)"", ""value"": 0}]"
SJT_061,SJT,stress,"В последний момент меняются условия.","Соңғы сәтте шарттар өзгереді.","Conditions change at the last moment.",choice,FALSE,"[{""text"": ""Адаптируюсь (Adapt)"", ""value"": 2}, {""text"": ""Раздражусь (Get annoyed)"", ""value"": 0}, {""text"": ""Растеряюсь (Get lost)"", ""value"": 0}, {""text"": ""Откажусь (Refuse)"", ""value"": 0}]"
SJT_062,SJT,stress,"Вы допустили ошибку.","Сіз қате жібердіңіз.","You made a mistake.",choice,FALSE,"[{""text"": ""Исправлю и продолжу (Fix and continue)"", ""value"": 2}, {""text"": ""Буду переживать (Worry)"", ""value"": 0}, {""text"": ""Брошу задачу (Quit task)"", ""value"": 0}, {""text"": ""Сделаю вид, что не заметил (Ignore)"", ""value"": 0}]"
SJT_063,SJT,stress,"На вас давят по срокам.","Сізге мерзім бойынша қысым жасалуда.","You are pressured by deadlines.",choice,FALSE,"[{""text"": ""Сосредоточусь на главном (Focus on main)"", ""value"": 2}, {""text"": ""Начну паниковать (Panic)"", ""value"": 0}, {""text"": ""Потеряю фокус (Lose focus)"", ""value"": 0}, {""text"": ""Отложу решение (Delay) "", ""value"": 0}]"
SJT_081,SJT,learning,"Вы не понимаете тему.","Сіз тақырыпты түсінбейсіз.","You don't understand the topic.",choice,FALSE,"[{""text"": ""Попробую другой способ (Try another way)"", ""value"": 2}, {""text"": ""Запомню минимум (Memorize minimum)"", ""value"": 1}, {""text"": ""Отложу (Postpone)"", ""value"": 0}, {""text"": ""Решу, что это не моё (Give up)"", ""value"": 0}]"
SJT_082,SJT,learning,"Задача не получается с первого раза.","Тапсырма бірінші реттен шықпады.","Task failed on first try.",choice,FALSE,"[{""text"": ""Попробую ещё (Try again)"", ""value"": 2}, {""text"": ""Поищу объяснение (Look for explanation)"", ""value"": 2}, {""text"": ""Сдамся (Give up)"", ""value"": 0}, {""text"": ""Пропущу (Skip)"", ""value"": 0}]"
SJT_083,SJT,learning,"Вы получили плохой результат.","Сіз нашар нәтиже алдыңыз.","You got a bad result.",choice,FALSE,"[{""text"": ""Проанализирую ошибки (Analyze errors)"", ""value"": 2}, {""text"": ""Расстроюсь и брошу (Upset and quit)"", ""value"": 0}, {""text"": ""Проигнорирую (Ignore)"", ""value"": 0}, {""text"": ""Списываю на обстоятельства (Blame circumstances)"", ""value"": 0}]"
SJT_084,SJT,learning,"Материал сложный и объёмный.","Материал күрделі және көлемді.","Material is complex and large.",choice,FALSE,"[{""text"": ""Разобью на части (Break into parts)"", ""value"": 2}, {""text"": ""Буду читать подряд (Read sequentially)"", ""value"": 1}, {""text"": ""Отложу (Postpone)"", ""value"": 0}, {""text"": ""Выучу поверхностно (Learn superficially)"", ""value"": 0}]"
D_SR_001,SJT_SELF,self_org,"Когда у меня несколько задач, я стараюсь заранее распланировать их","Бірнеше тапсырма болғанда, мен оларды алдын ала жоспарлауға тырысамын","When I have multiple tasks, I try to plan them in advance",scale,FALSE,
D_SR_002,SJT_SELF,self_org,"Я обычно учитываю сроки при распределении времени","Уақытты бөлгенде мен әдетте мерзімдерді ескеремін","I usually consider deadlines when allocating time",scale,FALSE,
D_SR_003,SJT_SELF,self_org,"Я стараюсь начинать задачи не в последний момент","Мен тапсырмаларды соңғы сәтте бастамауға тырысамын","I try not to start tasks at the last minute",scale,FALSE,
D_SR_004,SJT_SELF,self_org,"Если понимаю, что не успеваю, я пересматриваю план","Егер үлгермей жатқанымды түсінсем, жоспарды қайта қараймын","If I realize I'm running late, I revise the plan",scale,FALSE,
D_SR_005,SJT_SELF,self_org,"Я стараюсь доводить дела до конца","Мен істі соңына дейін жеткізуге тырысамын","I try to finish what I start",scale,FALSE,
D_SR_006,SJT_SELF,self_org,"Я обычно помню о своих договорённостях","Мен әдетте келісімдерімді есте сақтаймын","I usually remember my agreements",scale,FALSE,
D_SR_007,SJT_SELF,self_org,"Мне важно выполнить задачу в срок","Маған тапсырманы мерзімінде орындау маңызды","It is important for me to complete the task on time",scale,FALSE,
D_SR_008,SJT_SELF,self_org,"Я заранее думаю о возможных трудностях","Мен қиындықтар туралы алдын ала ойланамын","I think about possible difficulties in advance",scale,FALSE,
D_SR_009,SJT_SELF,self_org,"Я стараюсь не откладывать важные дела","Мен маңызды істерді кейінге қалдырмауға тырысамын","I try not to put off important things",scale,FALSE,
D_SR_010,SJT_SELF,self_org,"Я планирую нагрузку, чтобы не перегружаться","Мен шамадан тыс жүктелмеу үшін жүктемені жоспарлаймын","I plan my workload to avoid overloading",scale,FALSE,
D_SR_011,SJT_SELF,self_org,"Я стараюсь держать задачи под контролем","Мен тапсырмаларды бақылауда ұстауға тырысамын","I try to keep tasks under control",scale,FALSE,
D_SR_012,SJT_SELF,self_org,"Я обычно знаю, что мне нужно сделать в первую очередь","Мен бірінші кезекте не істеу керектігін білемін","I usually know what I need to do first",scale,FALSE,
D_SR_013,SJT_SELF,self_org,"Я распределяю время между задачами осознанно","Мен уақытты тапсырмалар арасында саналы түрде бөлемін","I allocate time between tasks consciously",scale,FALSE,
D_SR_014,SJT_SELF,self_org,"Я стараюсь работать последовательно","Мен ретімен жұмыс істеуге тырысамын","I try to work sequentially",scale,FALSE,
D_SR_015,SJT_SELF,self_org,"Я редко забываю о запланированных делах","Мен жоспарланған істерді сирек ұмытамын","I rarely forget about planned activities",scale,FALSE,
D_SR_016,SJT_SELF,self_org,"Я беру ответственность за результат своей работы","Мен өз жұмысымның нәтижесіне жауапкершілік аламын","I take responsibility for the result of my work",scale,FALSE,
D_SR_017,SJT_SELF,self_org,"Я стараюсь выполнять задачи качественно","Мен тапсырмаларды сапалы орындауға тырысамын","I try to perform tasks efficiently",scale,FALSE,
D_SR_018,SJT_SELF,self_org,"Я пересматриваю приоритеты, если обстоятельства меняются","Жағдай өзгерсе, мен басымдықтарды қайта қараймын","I revise priorities if circumstances change",scale,FALSE,
D_SR_019,SJT_SELF,self_org,"Я стараюсь соблюдать взятые на себя обязательства","Мен өз міндеттемелерімді орындауға тырысамын","I try to fulfill my obligations",scale,FALSE,
D_SR_020,SJT_SELF,self_org,"Я контролирую ход выполнения задач","Мен тапсырмалардың орындалу барысын бақылаймын","I control the progress of tasks",scale,FALSE,
D_SR_021,SJT_SELF,teamwork,"При работе в команде я стараюсь учитывать мнение других","Командада жұмыс істегенде басқалардың пікірін ескеруге тырысамын","When working in a team, I try to consider others' opinions",scale,FALSE,
D_SR_022,SJT_SELF,teamwork,"Я обычно обсуждаю разногласия, а не избегаю их","Мен келіспеушіліктерден қашпай, оларды талқылаймын","I usually discuss disagreements rather than avoid them",scale,FALSE,
D_SR_023,SJT_SELF,teamwork,"Я стараюсь быть понятным в общении","Мен қарым-қатынаста түсінікті болуға тырысамын","I try to be clear in communication",scale,FALSE,
D_SR_024,SJT_SELF,teamwork,"Я слушаю других, прежде чем высказывать своё мнение","Өз пікірімді айтпас бұрын, басқаларды тыңдаймын","I listen to others before expressing my opinion",scale,FALSE,
D_SR_025,SJT_SELF,teamwork,"Я готов обсуждать разные точки зрения","Мен әртүрлі көзқарастарды талқылауға дайынмын","I am ready to discuss different points of view",scale,FALSE,
D_SR_026,SJT_SELF,teamwork,"Я стараюсь поддерживать рабочую атмосферу","Мен жұмыс атмосферасын қолдауға тырысамын","I try to maintain a working atmosphere",scale,FALSE,
D_SR_027,SJT_SELF,teamwork,"Я делюсь важной информацией с командой","Мен командамен маңызды ақпаратпен бөлісемін","I share important information with the team",scale,FALSE,
D_SR_028,SJT_SELF,teamwork,"Я стараюсь договариваться, а не настаивать любой ценой","Мен кез келген бағамен талап етпей, келісуге тырысамын","I try to negotiate rather than insist at any cost",scale,FALSE,
D_SR_029,SJT_SELF,teamwork,"Я учитываю вклад других участников","Мен басқа қатысушылардың үлесін ескеремін","I consider the contribution of other participants",scale,FALSE,
D_SR_030,SJT_SELF,teamwork,"Я спокойно воспринимаю обратную связь","Мен кері байланысты сабырлы қабылдаймын","I take feedback calmly",scale,FALSE,
D_SR_031,SJT_SELF,teamwork,"Я стараюсь решать конфликты через диалог","Мен жанжалдарды диалог арқылы шешуге тырысамын","I try to resolve conflicts through dialogue",scale,FALSE,
D_SR_032,SJT_SELF,teamwork,"Мне важно, чтобы команда работала согласованно","Маған команданың үйлесімді жұмыс істеуі маңызды","It is important to me that the team works consistently",scale,FALSE,
D_SR_033,SJT_SELF,teamwork,"Я готов помогать другим, если это нужно","Қажет болса, мен басқаларға көмектесуге дайынмын","I am ready to help others if needed",scale,FALSE,
D_SR_034,SJT_SELF,teamwork,"Я стараюсь быть корректным в общении","Мен қарым-қатынаста сыпайы болуға тырысамын","I try to be correct in communication",scale,FALSE,
D_SR_035,SJT_SELF,teamwork,"Я учитываю интересы группы при принятии решений","Шешім қабылдағанда топтың мүдделерін ескеремін","I take into account the interests of the group when making decisions",scale,FALSE,
D_SR_036,SJT_SELF,teamwork,"Я умею обсуждать сложные вопросы","Мен күрделі мәселелерді талқылай аламын","I can discuss complex issues",scale,FALSE,
D_SR_037,SJT_SELF,teamwork,"Я стараюсь поддерживать конструктивное общение","Мен сындарлы қарым-қатынасты қолдауға тырысамын","I try to maintain constructive communication",scale,FALSE,
D_SR_038,SJT_SELF,teamwork,"Я ценю сотрудничество","Мен ынтымақтастықты бағалаймын","I value cooperation",scale,FALSE,
D_SR_039,SJT_SELF,teamwork,"Я учитываю, как мои слова влияют на других","Сөздерімнің басқаларға қалай әсер ететінін ескеремін","I consider how my words affect others",scale,FALSE,
D_SR_040,SJT_SELF,teamwork,"Мне комфортно работать с разными людьми","Маған әртүрлі адамдармен жұмыс істеу ыңғайлы","I am comfortable working with different people",scale,FALSE,
D_SR_041,SJT_SELF,initiative,"Если вижу проблему, я стараюсь предложить решение","Егер мәселені көрсем, шешім ұсынуға тырысамын","If I see a problem, I try to propose a solution",scale,FALSE,
D_SR_042,SJT_SELF,initiative,"Я не жду указаний, если могу начать действовать сам","Егер өзім әрекет ете алсам, нұсқау күтпеймін","I don't wait for instructions if I can act myself",scale,FALSE,
D_SR_043,SJT_SELF,initiative,"Я беру инициативу, когда ситуация этого требует","Жағдай талап еткенде, бастаманы қолға аламын","I take the initiative when the situation requires it",scale,FALSE,
D_SR_044,SJT_SELF,initiative,"Я стараюсь быть активным участником процессов","Мен процестердің белсенді қатысушысы болуға тырысамын","I try to be an active participant in processes",scale,FALSE,
D_SR_045,SJT_SELF,initiative,"Я готов брать на себя дополнительную ответственность","Мен қосымша жауапкершілік алуға дайынмын","I am ready to take on additional responsibility",scale,FALSE,
D_SR_046,SJT_SELF,initiative,"Я предлагаю идеи по улучшению","Мен жақсарту идеяларын ұсынамын","I offer ideas for improvement",scale,FALSE,
D_SR_047,SJT_SELF,initiative,"Я не боюсь начинать новое","Мен жаңа нәрсені бастаудан қорықпаймын","I'm not afraid to start something new",scale,FALSE,
D_SR_048,SJT_SELF,initiative,"Я стараюсь влиять на результат","Мен нәтижеге әсер етуге тырысамын","I try to influence the result",scale,FALSE,
D_SR_049,SJT_SELF,initiative,"Я беру на себя задачи, даже если они сложные","Күрделі болса да, мен тапсырмаларды аламын","I take on tasks even if they are difficult",scale,FALSE,
D_SR_050,SJT_SELF,initiative,"Я предпочитаю активную позицию","Мен белсенді позицияны жөн көремін","I prefer an active position",scale,FALSE,
D_SR_051,SJT_SELF,initiative,"Я ищу возможности улучшить процесс","Мен процесті жақсарту мүмкіндіктерін іздеймін","I look for opportunities to improve the process",scale,FALSE,
D_SR_052,SJT_SELF,initiative,"Я готов действовать в условиях неопределённости","Мен белгісіздік жағдайында әрекет етуге дайынмын","I am ready to act in conditions of uncertainty",scale,FALSE,
D_SR_053,SJT_SELF,initiative,"Я беру на себя ответственность за принятые решения","Қабылданған шешімдерге жауапкершілікті аламын","I take responsibility for the decisions made",scale,FALSE,
D_SR_054,SJT_SELF,initiative,"Я стараюсь быть проактивным","Мен проактивті болуға тырысамын","I try to be proactive",scale,FALSE,
D_SR_055,SJT_SELF,initiative,"Я не избегаю сложных задач","Мен қиын тапсырмалардан қашпаймын","I do not avoid difficult tasks",scale,FALSE,
D_SR_056,SJT_SELF,initiative,"Я готов предлагать альтернативные варианты","Мен балама нұсқаларды ұсынуға дайынмын","I am ready to offer alternative options",scale,FALSE,
D_SR_057,SJT_SELF,initiative,"Я беру инициативу в групповой работе","Топтық жұмыста бастаманы қолға аламын","I take the initiative in group work",scale,FALSE,
D_SR_058,SJT_SELF,initiative,"Я стараюсь быть вовлечённым","Мен процеске араласуға тырысамын","I try to be involved",scale,FALSE,
D_SR_059,SJT_SELF,initiative,"Я готов брать на себя роль организатора","Мен ұйымдастырушы рөлін алуға дайынмын","I am ready to take on the role of an organizer",scale,FALSE,
D_SR_060,SJT_SELF,initiative,"Я действую без постоянных напоминаний","Маған үнемі ескертудің қажеті жоқ","I act without constant reminders",scale,FALSE,
D_SR_061,SJT_SELF,stress,"В стрессовых ситуациях я стараюсь сохранять спокойствие","Стрестік жағдайларда мен сабырлы болуға тырысамын","In stressful situations, I try to remain calm",scale,FALSE,
D_SR_062,SJT_SELF,stress,"Я могу работать под давлением сроков","Мен қысылтаяң уақытта жұмыс істей аламын","I can work under deadline pressure",scale,FALSE,
D_SR_063,SJT_SELF,stress,"Я стараюсь не паниковать в сложных ситуациях","Күрделі жағдайларда дүрбелеңге түспеуге тырысамын","I try not to panic in difficult situations",scale,FALSE,
D_SR_064,SJT_SELF,stress,"Я быстро возвращаюсь к работе после неудач","Сәтсіздіктен кейін жұмысқа тез ораламын","I quickly return to work after failures",scale,FALSE,
D_SR_065,SJT_SELF,stress,"Я стараюсь сохранять ясность мышления под давлением","Қысым астында мен ойымды анық сақтауға тырысамын","I try to maintain clarity of thought under pressure",scale,FALSE,
D_SR_066,SJT_SELF,stress,"Я контролирую свои эмоции в напряжённых ситуациях","Кернеулі жағдайларда эмоциямды бақылаймын","I control my emotions in tense situations",scale,FALSE,
D_SR_067,SJT_SELF,stress,"Я могу продолжать работу, даже если что-то идёт не по плану","Жоспар бұзылса да, мен жұмысты жалғастыра аламын","I can continue working even if something goes wrong",scale,FALSE,
D_SR_068,SJT_SELF,stress,"Я стараюсь действовать рационально в стрессовых условиях","Стресс кезінде ұтымды әрекет етуге тырысамын","I try to act rationally under stressful conditions",scale,FALSE,
D_SR_069,SJT_SELF,stress,"Я не срываюсь на других из-за напряжения","Кернеуге бола басқаларға ашуланбаймын","I don't lash out at others due to tension",scale,FALSE,
D_SR_070,SJT_SELF,stress,"Я умею справляться с волнением","Мен қобалжуды жеңе аламын","I can cope with excitement",scale,FALSE,
D_SR_071,SJT_SELF,stress,"Я стараюсь сохранять работоспособность","Мен жұмыс қабілетімді сақтауға тырысамын","I try to maintain performance",scale,FALSE,
D_SR_072,SJT_SELF,stress,"Я умею переключаться после стресса","Стрестен кейін мен басқа нәрсеге ауыса аламын","I can switch after stress",scale,FALSE,
D_SR_073,SJT_SELF,stress,"Я не теряю фокус при высокой нагрузке","Жоғары жүктеме кезінде назарымды жоғалтпаймын","I don't lose focus under high load",scale,FALSE,
D_SR_074,SJT_SELF,stress,"Я стараюсь сохранять самообладание","Мен өзімді ұстауға тырысамын","I try to maintain self-control",scale,FALSE,
D_SR_075,SJT_SELF,stress,"Я быстро адаптируюсь к изменениям","Мен өзгерістерге тез бейімделемін","I adapt quickly to changes",scale,FALSE,
D_SR_076,SJT_SELF,stress,"Я справляюсь с эмоциональной нагрузкой","Мен эмоционалды жүктемені көтере аламын","I cope with emotional load",scale,FALSE,
D_SR_077,SJT_SELF,stress,"Я стараюсь не зацикливаться на неудачах","Мен сәтсіздіктерге бола қайғырмауға тырысамын","I try not to dwell on failures",scale,FALSE,
D_SR_078,SJT_SELF,stress,"Я умею восстанавливаться после напряжённых периодов","Қарбалас кезеңдерден кейін қалпыма келе аламын","I can recover after stressful periods",scale,FALSE,
D_SR_079,SJT_SELF,stress,"Я сохраняю контроль над своим поведением","Мен өз мінез-құлқымды бақылауда ұстаймын","I maintain control over my behavior",scale,FALSE,
D_SR_080,SJT_SELF,stress,"Я стараюсь сохранять внутренний баланс","Мен ішкі тепе-теңдікті сақтауға тырысамын","I try to maintain internal balance",scale,FALSE,
D_SR_081,SJT_SELF,learning,"Я стараюсь понять суть материала, а не просто запомнить","Мен жаттап қана қоймай, материалдың мәнін түсінуге тырысамын","I try to understand the essence of the material, not just memorize",scale,FALSE,
D_SR_082,SJT_SELF,learning,"Если тема сложная, я ищу другой способ разобраться","Егер тақырып қиын болса, мен түсінудің басқа жолын іздеймін","If the topic is difficult, I look for another way to understand",scale,FALSE,
D_SR_083,SJT_SELF,learning,"Я анализирую свои ошибки","Мен қателерімді талдаймын","I analyze my mistakes",scale,FALSE,
D_SR_084,SJT_SELF,learning,"Я стараюсь учиться регулярно","Мен жүйелі түрде оқуға тырысамын","I try to study regularly",scale,FALSE,
D_SR_085,SJT_SELF,learning,"Я использую разные источники информации","Мен әртүрлі ақпарат көздерін пайдаланамын","I use different sources of information",scale,FALSE,
D_SR_086,SJT_SELF,learning,"Я разбиваю сложные темы на части","Мен күрделі тақырыптарды бөліктерге бөлемін","I break complex topics into parts",scale,FALSE,
D_SR_087,SJT_SELF,learning,"Я стараюсь применять знания на практике","Мен білімді іс жүзінде қолдануға тырысамын","I try to apply knowledge in practice",scale,FALSE,
D_SR_088,SJT_SELF,learning,"Я ищу объяснения, если что-то непонятно","Егер бір нәрсе түсініксіз болса, мен түсініктеме іздеймін","I look for explanations if something is unclear",scale,FALSE,
D_SR_089,SJT_SELF,learning,"Я не сдаюсь, если не получается с первого раза","Бірінші реттен болмаса, мен берілмеймін","I don't give up if it doesn't work the first time",scale,FALSE,
D_SR_090,SJT_SELF,learning,"Я стараюсь улучшать свой способ обучения","Мен оқу тәсілімді жақсартуға тырысамын","I try to improve my learning method",scale,FALSE,
D_SR_091,SJT_SELF,learning,"Я анализирую, что помогает мне учиться лучше","Маған жақсырақ оқуға не көмектесетінін талдаймын","I analyze what helps me learn better",scale,FALSE,
D_SR_092,SJT_SELF,learning,"Я могу самостоятельно разобраться в новой теме","Мен жаңа тақырыпты өз бетімше меңгере аламын","I can figure out a new topic on my own",scale,FALSE,
D_SR_093,SJT_SELF,learning,"Я планирую процесс обучения","Мен оқу процесін жоспарлаймын","I plan the learning process",scale,FALSE,
D_SR_094,SJT_SELF,learning,"Я использую обратную связь для улучшения","Жақсарту үшін кері байланысты пайдаланамын","I use feedback for improvement",scale,FALSE,
D_SR_095,SJT_SELF,learning,"Я стараюсь глубоко понять материал","Мен материалды терең түсінуге тырысамын","I try to deeply understand the material",scale,FALSE,
D_SR_096,SJT_SELF,learning,"Я адаптирую способ обучения под задачу","Мен оқу әдісін тапсырмаға бейімдеймін","I adapt the learning method to the task",scale,FALSE,
D_SR_097,SJT_SELF,learning,"Я делаю выводы из неудач","Мен сәтсіздіктерден қорытынды шығарамын","I draw conclusions from failures",scale,FALSE,
D_SR_098,SJT_SELF,learning,"Я стараюсь учиться осознанно","Мен саналы түрде оқуға тырысамын","I try to learn consciously",scale,FALSE,
D_SR_099,SJT_SELF,learning,"Я ищу более эффективные стратегии обучения","Мен тиімдірек оқу стратегияларын іздеймін","I am looking for more effective learning strategies",scale,FALSE,
D_SR_100,SJT_SELF,learning,"Я продолжаю работать над темой, даже если она сложная","Тақырып қиын болса да, мен жұмысты жалғастырамын","I continue working on the topic even if it is difficult",scale,FALSE,
